Data e Ora;Cumulata Sensore 1295 (Arcevia);Cumulata Sensore 2637 (Bettolelle);Cumulata Sensore 2858 (Barbara);Cumulata Sensore 2964 (Corinaldo);Umidita' Sensore 3452 (Montemurello);Livello Idrometrico Sensore 1008 [m] (Serra dei Conti);Livello Idrometrico Sensore 1112 [m] (Bettolelle);Livello Idrometrico Sensore 1283 [m] (Corinaldo/Nevola);Livello Idrometrico Sensore 3072 [m] (Pianello di Ostra);Livello Idrometrico Sensore 3405 [m] (Ponte Garibaldi)
01/01/2024 00:30;0,4;0;0;0;36;0,5;0,74;1,17;0,69;0,45
01/01/2024 01:30;0,2;0;0;0;35;0,51;0,74;1,17;0,69;0,48
01/01/2024 02:30;0;0;0;0;36;0,51;0,75;1,17;0,69;0,55
01/01/2024 03:30;0;0;0;0;35;0,5;0,74;1,18;0,69;0,55
01/01/2024 04:30;0;0;0;0;36;0,5;0,74;1,17;0,7;0,53
01/01/2024 05:30;0;0;0;0;36;0,49;0,74;1,18;0,69;0,56
01/01/2024 06:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,45
01/01/2024 07:30;0;0;0;0;36;0,49;0,74;1,18;0,69;0,43
01/01/2024 08:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,39
01/01/2024 09:30;0;0;0;0;35;0,5;0,74;1,18;0,7;0,4
01/01/2024 10:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,34
01/01/2024 11:30;0;0;0;0;35;0,5;0,74;1,17;0,7;0,39
01/01/2024 12:30;0;0;0;0;35;0,51;0,74;1,18;0,7;0,31
01/01/2024 13:30;0;0;0;0;35;0,5;0,74;1,18;0,71;0,3
01/01/2024 14:30;0;0;0;0;35;0,5;0,74;1,17;0,71;0,21
01/01/2024 15:30;0;0;0;0;35;0,5;0,74;1,17;0,7;0,1
01/01/2024 16:30;0;0;0;0;35;0,5;0,74;1,17;0,7;0,1
01/01/2024 17:30;0;0;0;0;35;0,5;0,74;1,19;0,69;0,1
01/01/2024 18:30;0;0;0;0;35;0,5;0,73;1,17;0,7;0,09
01/01/2024 19:30;0;0;0;0;35;0,5;0,74;1,18;0,68;0,09
01/01/2024 20:30;0;0;0;0;35;0,5;0,73;1,18;0,7;0,11
01/01/2024 21:30;0;0;0;0;35;0,49;0,74;1,18;0,69;0,11
01/01/2024 22:30;0;0;0;0;35;0,5;0,74;1,19;0,71;0,22
01/01/2024 23:30;0;0;0;0;35;0,49;0,73;1,18;0,69;0,26
02/01/2024 00:30;0;0;0;0;36;0,49;0,74;1,19;0,71;0,4
02/01/2024 01:30;0;0;0;0;35;0,49;0,74;1,18;0,71;0,44
02/01/2024 02:30;0;0;0;0;35;0,49;0,74;1,18;0,68;0,5
02/01/2024 03:30;0;0;0;0;35;0,49;0,74;1,19;0,71;0,48
02/01/2024 04:30;0;0;0;0;35;0,49;0,73;1,18;0,7;0,47
02/01/2024 05:30;0;0;0;0;35;0,49;0,74;1,2;0,7;0,41
02/01/2024 06:30;0;0;0;0;35;0,49;0,74;1,19;0,71;0,41
02/01/2024 07:30;0;0;0;0;35;0,49;0,74;1,18;0,7;0,3
02/01/2024 08:30;0;0;0;0;35;0,49;0,74;1,19;0,7;0,28
02/01/2024 09:30;0;0;0;0;35;0,49;0,74;1,18;0,7;0,21
02/01/2024 10:30;0;0;0;0;35;0,5;0,73;1,18;0,71;0,16
02/01/2024 11:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,25
02/01/2024 12:30;0;0;0;0;35;0,49;0,74;1,17;0,71;0,21
02/01/2024 13:30;0;0;0;0;35;0,5;0,74;1,18;0,69;0,19
02/01/2024 14:30;0;0;0;0;35;0,5;0,75;1,17;0,68;0,18
02/01/2024 15:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,19
02/01/2024 16:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,14
02/01/2024 17:30;0;0;0;0;35;0,5;0,75;1,18;0,67;0,13
02/01/2024 18:30;0;0;0;0;35;0,5;0,74;1,18;0,69;0,11
02/01/2024 19:30;0;0;0;0;35;0,5;0,74;1,18;0,69;0,15
02/01/2024 20:30;0;0;0;0;35;0,5;0,73;1,17;0,68;0,1
02/01/2024 21:30;0;0;0;0;35;0,5;0,73;1,17;0,67;0,23
02/01/2024 22:30;0;0;0;0;35;0,49;0,74;1,17;0,7;0,33
02/01/2024 23:30;0;0;0;0;35;0,49;0,74;1,18;0,69;0,34
03/01/2024 00:30;0;0;0;0;35;0,49;0,73;1,17;0,68;0,41
03/01/2024 01:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,47
03/01/2024 02:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,52
03/01/2024 03:30;0;0;0;0;35;0,49;0,74;1,17;0,69;0,56
03/01/2024 04:30;0;0;0;0;35;0,5;0,73;1,17;0,69;0,47
03/01/2024 05:30;0;0;0;0;35;0,49;0,74;1,17;0,69;0,55
03/01/2024 06:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,45
03/01/2024 07:30;0;0;0;0;35;0,49;0,75;1,17;0,68;0,44
03/01/2024 08:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,31
03/01/2024 09:30;0;0;0;0;35;0,49;0,73;1,18;0,68;0,31
03/01/2024 10:30;0;0;0;0;35;0,5;0,74;1,17;0,7;0,27
03/01/2024 11:30;0;0;0;0;35;0,5;0,74;1,17;0,7;0,21
03/01/2024 12:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,28
03/01/2024 13:30;0;0;0;0;35;0,49;0,74;1,16;0,68;0,23
03/01/2024 14:30;0;0;0;0;35;0,5;0,74;1,17;0,67;0,26
03/01/2024 15:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,21
03/01/2024 16:30;0;0;0;0;35;0,5;0,75;1,18;0,69;0,23
03/01/2024 17:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,29
03/01/2024 18:30;0;0;0;0;35;0,49;0,74;1,18;0,69;0,29
03/01/2024 19:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,26
03/01/2024 20:30;0;0;0;0;35;0,49;0,75;1,18;0,69;0,23
03/01/2024 21:30;0;0;0;0;35;0,49;0,74;1,18;0,68;0,34
03/01/2024 22:30;0;0;0;0;35;0,5;0,74;1,18;0,67;0,34
03/01/2024 23:30;0;0;0;0;35;0,5;0,75;1,18;0,68;0,44
04/01/2024 00:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,43
04/01/2024 01:30;0;0;0;0;35;0,5;0,74;1,18;0,69;0,48
04/01/2024 02:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,59
04/01/2024 03:30;0;0;0;0;35;0,49;0,74;1,17;0,69;0,56
04/01/2024 04:30;0;0;0;0;35;0,49;0,74;1,17;0,67;0,62
04/01/2024 05:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,53
04/01/2024 06:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,49
04/01/2024 07:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,46
04/01/2024 08:30;0;0;0;0;35;0,49;0,74;1,18;0,68;0,37
04/01/2024 09:30;0;0;0;0;35;0,49;0,74;1,18;0,67;0,28
04/01/2024 10:30;0;0;0;0;35;0,49;0,74;1,17;0,69;0,31
04/01/2024 11:30;0;0;0;0;35;0,5;0,74;1,18;0,68;0,28
04/01/2024 12:30;0;0;0;0;35;0,5;0,74;1,16;0,68;0,25
04/01/2024 13:30;0;0;0;0;35;0,5;0,74;1,18;0,68;0,22
04/01/2024 14:30;0;0;0;0;35;0,5;0,74;1,18;0,68;0,21
04/01/2024 15:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,25
04/01/2024 16:30;0;0;0;0;35;0,5;0,74;1,17;0,66;0,26
04/01/2024 17:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,16
04/01/2024 18:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,3
04/01/2024 19:30;0;0;0;0;35;0,5;0,74;1,18;0,67;0,26
04/01/2024 20:30;0;0;0;0;35;0,5;0,75;1,17;0,68;0,21
04/01/2024 21:30;0;0;0;0;35;0,49;0,73;1,18;0,68;0,21
04/01/2024 22:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,32
04/01/2024 23:30;0;0;0;0;35;0,5;0,74;1,18;0,68;0,37
05/01/2024 00:30;0;0;0;0;35;0,5;0,74;1,17;0,67;0,37
05/01/2024 01:30;0;0;0;0;35;0,5;0,73;1,18;0,68;0,44
05/01/2024 02:30;0;0;0;0;35;0,5;0,74;1,18;0,69;0,54
05/01/2024 03:30;0;0;0;0;35;0,5;0,73;1,18;0,68;0,54
05/01/2024 04:30;0;0;0;0;35;0,49;0,73;1,19;0,7;0,55
05/01/2024 05:30;0;0;0;0;35;0,49;0,74;1,18;0,7;0,56
05/01/2024 06:30;0;0;0;0;35;0,49;0,74;1,18;0,67;0,51
05/01/2024 07:30;0;0;0;0;35;0,49;0,74;1,18;0,68;0,52
05/01/2024 08:30;0;0;0;0;35;0,49;0,74;1,17;0,69;0,4
05/01/2024 09:30;0;0;0;0;35;0,49;0,74;1,18;0,67;0,41
05/01/2024 10:30;0;0;0;0;35;0,5;0,74;1,17;0,68;0,36
05/01/2024 11:30;0;0;0;0;35;0,49;0,74;1,17;0,69;0,29
05/01/2024 12:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,26
05/01/2024 13:30;0;0;0;0;35;0,49;0,74;1,17;0,68;0,29
05/01/2024 14:30;0;0;0;0;35;0,5;0,74;1,17;0,69;0,28
05/01/2024 15:30;0;0;0;0;35;0,49;0,75;1,18;0,69;0,28
05/01/2024 16:30;0,2;0;0;0;35;0,5;0,75;1,17;0,69;0,29
05/01/2024 17:30;0;0;0;0;35;0,5;0,75;1,17;0,68;0,32
05/01/2024 18:30;0;0;0;0;35;0,5;0,75;1,17;0,68;0,41
05/01/2024 19:30;0,2;0,2;0;0;35;0,5;0,76;1,17;0,7;0,42
05/01/2024 20:30;0;0;0;0;35;0,5;0,75;1,17;0,68;0,47
05/01/2024 21:30;0;0;0;0;35;0,49;0,75;1,18;0,69;0,47
05/01/2024 22:30;0;0;0;0;35;0,5;0,74;1,17;0,7;0,51
05/01/2024 23:30;0;0;0;0;35;0,49;0,75;1,17;0,69;0,57
06/01/2024 00:30;0;0;0;0;35;0,49;0,74;1,19;0,69;0,61
06/01/2024 01:30;0;0;0;0;35;0,49;0,75;1,18;0,7;0,58
06/01/2024 02:30;0;0;0;0;35;0,5;0,75;1,18;0,69;0,64
06/01/2024 03:30;0;0;0;0;35;0,49;0,75;1,18;0,69;0,74
06/01/2024 04:30;0;0;0;0;35;0,5;0,75;1,17;0,7;0,71
06/01/2024 05:30;0;0;0;0;35;0,5;0,76;1,18;0,69;0,68
06/01/2024 06:30;0;0;0;0;35;0,49;0,75;1,18;0,67;0,66
06/01/2024 07:30;0;0;0;0;35;0,5;0,75;1,18;0,68;0,65
06/01/2024 08:30;0;0;0;0;35;0,5;0,75;1,18;0,69;0,6
06/01/2024 09:30;0;0;0;0;35;0,5;0,75;1,17;0,69;0,59
06/01/2024 10:30;0,2;0,6;0,4;1;35;0,49;0,74;1,17;0,7;0,51
06/01/2024 11:30;0,2;0;0;0,2;35;0,5;0,75;1,18;0,7;0,46
06/01/2024 12:30;0;0;0;0;35;0,5;0,75;1,18;0,7;0,44
06/01/2024 13:30;0,2;0,2;0,2;0;35;0,5;0,75;1,18;0,7;0,37
06/01/2024 14:30;0;0;0;0,2;35;0,5;0,75;1,18;0,69;0,4
06/01/2024 15:30;0;0;0,2;0;35;0,5;0,76;1,18;0,69;0,4
06/01/2024 16:30;0,2;0;0,2;0;35;0,5;0,76;1,18;0,7;0,44
06/01/2024 17:30;0;0;0;0;35;0,5;0,76;1,19;0,68;0,48
06/01/2024 18:30;0;0;0;0;35;0,5;0,76;1,18;0,69;0,56
06/01/2024 19:30;0;0;0,2;0;35;0,5;0,76;1,18;0,71;0,52
06/01/2024 20:30;0;0;0;0;35;0,5;0,75;1,19;0,68;0,58
06/01/2024 21:30;0;0;0;0;35;0,5;0,75;1,18;0,7;0,65
06/01/2024 22:30;0,2;0,2;0,2;0,2;35;0,49;0,76;1,19;0,69;0,61
06/01/2024 23:30;0;1,2;0,4;0,8;35;0,5;0,75;1,18;0,7;0,69
07/01/2024 00:30;0;0;0,2;0,2;35;0,51;0,76;1,18;0,71;0,75
07/01/2024 01:30;0;0;0;0;35;0,5;0,76;1,18;0,7;0,78
07/01/2024 02:30;0,4;0;0,2;0,2;35;0,5;0,77;1,18;0,71;0,8
07/01/2024 03:30;0,6;0,4;0,6;0,4;35;0,51;0,77;1,18;0,71;0,83
07/01/2024 04:30;0,6;0,4;0,2;0,4;35;0,52;0,78;1,18;0,71;0,92
07/01/2024 05:30;0,6;1,8;0,4;1,4;35;0,51;0,78;1,19;0,72;1,02
07/01/2024 06:30;0,6;0,8;1,2;2,2;35;0,52;0,79;1,22;0,72;0,93
07/01/2024 07:30;1,2;0,2;0,2;0,2;40;0,54;0,81;1,21;0,71;0,97
07/01/2024 08:30;1,2;0;0;0;41;0,52;0,82;1,2;0,71;0,9
07/01/2024 09:30;0,6;0;0;0;43;0,52;0,83;1,22;0,74;0,84
07/01/2024 10:30;0;0;0;0;43;0,52;0,82;1,2;0,73;0,76
07/01/2024 11:30;0;0;0;0;43;0,56;0,81;1,2;0,73;0,75
07/01/2024 12:30;0;0;0;0;43;0,54;0,81;1,19;0,75;0,67
07/01/2024 13:30;0;0;0;0;43;0,53;0,81;1,2;0,74;0,66
07/01/2024 14:30;0,2;0;0;0;43;0,52;0,81;1,21;0,77;0,63
07/01/2024 15:30;0;0;0;0;43;0,52;0,79;1,21;0,76;0,59
07/01/2024 16:30;0;0;0;0;43;0,53;0,8;1,21;0,75;0,62
07/01/2024 17:30;0,4;1,2;0;0,8;43;0,52;0,79;1,2;0,75;0,6
07/01/2024 18:30;0,8;0,2;1,2;0,6;44;0,54;0,81;1,21;0,78;0,66
07/01/2024 19:30;0,8;0;0,2;0,4;44;0,54;0,81;1,22;0,78;0,69
07/01/2024 20:30;0,4;0;0,2;0,2;44;0,53;0,81;1,21;0,76;0,7
07/01/2024 21:30;0,6;0,2;0,4;0,2;44;0,53;0,83;1,22;0,76;0,75
07/01/2024 22:30;0,6;0,2;0,2;0,2;44;0,54;0,83;1,22;0,76;0,75
07/01/2024 23:30;0,2;0;0,2;0;44;0,54;0,83;1,22;0,76;0,72
08/01/2024 00:30;0,6;0,2;0,4;0,2;44;0,54;0,82;1,23;0,75;0,74
08/01/2024 01:30;1,2;0,2;0,2;0,2;44;0,53;0,82;1,23;0,77;0,71
08/01/2024 02:30;0,4;0;0,2;0,4;44;0,55;0,82;1,22;0,78;0,74
08/01/2024 03:30;0,2;0;0,2;0,2;44;0,54;0,82;1,22;0,78;0,74
08/01/2024 04:30;0;0;0;0;44;0,53;0,82;1,24;0,77;0,81
08/01/2024 05:30;0;0;0;0;44;0,53;0,82;1,23;0,77;0,8
08/01/2024 06:30;0;0;0;0;44;0,55;0,83;1,23;0,77;0,87
08/01/2024 07:30;0;0;0;0;44;0,54;0,82;1,23;0,77;0,85
08/01/2024 08:30;0;0;0;0;44;0,54;0,82;1,23;0,78;0,84
08/01/2024 09:30;0,2;0;0;0;44;0,54;0,83;1,22;0,78;0,87
08/01/2024 10:30;0;0;0;0;43;0,54;0,82;1,23;0,76;0,78
08/01/2024 11:30;0;0;0;0;43;0,54;0,83;1,23;0,77;0,73
08/01/2024 12:30;0,2;0;0;0;43;0,54;0,82;1,24;0,76;0,69
08/01/2024 13:30;0;0;0;0;43;0,54;0,83;1,24;0,77;0,57
08/01/2024 14:30;0,2;0;0;0,2;43;0,53;0,83;1,25;0,78;0,5
08/01/2024 15:30;0,4;0;0;0;43;0,53;0,82;1,25;0,76;0,46
08/01/2024 16:30;0;0;0;0;43;0,53;0,81;1,26;0,76;0,44
08/01/2024 17:30;0;0;0;0;43;0,53;0,83;1,25;0,76;0,46
08/01/2024 18:30;0;0;0;0;43;0,53;0,82;1,26;0,78;0,47
08/01/2024 19:30;0;0;0;0;43;0,53;0,83;1,26;0,77;0,5
08/01/2024 20:30;0;0;0;0;43;0,52;0,83;1,26;0,77;0,54
08/01/2024 21:30;0;0;0;0;43;0,52;0,83;1,26;0,76;0,58
08/01/2024 22:30;0;0;0;0;43;0,52;0,83;1,26;0,75;0,59
08/01/2024 23:30;0;0;0;0;43;0,52;0,83;1,25;0,75;0,56
09/01/2024 00:30;0;0;0;0;43;0,52;0,83;1,25;0,74;0,61
09/01/2024 01:30;0;0;0;0;43;0,52;0,83;1,24;0,77;0,6
09/01/2024 02:30;0;0;0;0;43;0,52;0,82;1,25;0,76;0,61
09/01/2024 03:30;0;0;0;0;43;0,52;0,81;1,24;0,75;0,61
09/01/2024 04:30;0;0;0;0;43;0,52;0,81;1,23;0,75;0,64
09/01/2024 05:30;0;0;0;0;43;0,52;0,82;1,24;0,72;0,67
09/01/2024 06:30;0;0;0;0;43;0,52;0,8;1,24;0,74;0,74
09/01/2024 07:30;0;0;0;0;43;0,52;0,81;1,23;0,73;0,77
09/01/2024 08:30;0;0;0;0;43;0,52;0,81;1,23;0,74;0,74
09/01/2024 09:30;0;0;0;0;43;0,51;0,81;1,23;0,75;0,75
09/01/2024 10:30;0;0;0;0;43;0,52;0,8;1,24;0,73;0,68
09/01/2024 11:30;0;0;0;0;42;0,51;0,8;1,23;0,73;0,56
09/01/2024 12:30;0;0;0;0;42;0,52;0,8;1,23;0,73;0,47
09/01/2024 13:30;0;0;0;0;42;0,51;0,8;1,23;0,74;0,33
09/01/2024 14:30;0;0;0;0;42;0,52;0,8;1,22;0,74;0,28
09/01/2024 15:30;0;0;0;0;42;0,51;0,8;1,22;0,72;0,18
09/01/2024 16:30;0;0;0;0;42;0,52;0,79;1,22;0,75;0,15
09/01/2024 17:30;0;0;0;0;42;0,51;0,79;1,22;0,73;0,17
09/01/2024 18:30;0;0;0;0;42;0,52;0,79;1,22;0,73;0,18
09/01/2024 19:30;0;0;0;0;42;0,51;0,78;1,22;0,74;0,25
09/01/2024 20:30;0;0;0;0;42;0,51;0,78;1,22;0,72;0,33
09/01/2024 21:30;0;0;0;0;42;0,51;0,79;1,22;0,73;0,37
09/01/2024 22:30;0;0;0;0;42;0,51;0,79;1,22;0,73;0,43
09/01/2024 23:30;0;0;0;0;42;0,51;0,79;1,23;0,73;0,48
10/01/2024 00:30;0;0;0;0;42;0,51;0,79;1,21;0,74;0,49
10/01/2024 01:30;0;0;0;0;42;0,51;0,79;1,23;0,73;0,48
10/01/2024 02:30;0;0;0;0;42;0,51;0,79;1,22;0,73;0,51
10/01/2024 03:30;0;0;0;0;42;0,51;0,78;1,22;0,74;0,56
10/01/2024 04:30;0;0;0;0;42;0,51;0,78;1,22;0,73;0,58
10/01/2024 05:30;0;0;0;0;42;0,51;0,78;1,22;0,72;0,61
10/01/2024 06:30;0;0;0;0;42;0,51;0,79;1,23;0,74;0,67
10/01/2024 07:30;0;0;0;0;42;0,51;0,78;1,21;0,72;0,73
10/01/2024 08:30;0;0;0;0;42;0,51;0,78;1,22;0,73;0,73
10/01/2024 09:30;0;0;0;0;42;0,51;0,78;1,21;0,72;0,7
10/01/2024 10:30;0;0;0;0;42;0,51;0,78;1,22;0,73;0,64
10/01/2024 11:30;0;0;0;0;42;0,51;0,78;1,21;0,73;0,56
10/01/2024 12:30;0;0;0;0;42;0,51;0,78;1,21;0,73;0,42
10/01/2024 13:30;0;0;0;0;42;0,51;0,78;1,22;0,72;0,29
10/01/2024 14:30;0;0;0;0;42;0,51;0,78;1,21;0,72;0,18
10/01/2024 15:30;0;0;0;0;42;0,51;0,78;1,21;0,72;0,11
10/01/2024 16:30;0;0;0;0;42;0,51;0,78;1,22;0,74;0,06
10/01/2024 17:30;0,2;0;0;0;42;0,51;0,78;1,25;0,73;0,06
10/01/2024 18:30;0;0;0;0;42;0,51;0,78;1,25;0,73;0,06
10/01/2024 19:30;0,2;0;0;0;42;0,51;0,78;1,24;0,71;0,12
10/01/2024 20:30;0;0;0;0,2;42;0,51;0,78;1,24;0,73;0,22
10/01/2024 21:30;0,2;0;0,2;0;42;0,51;0,77;1,23;0,74;0,31
10/01/2024 22:30;0;0;0;0;42;0,51;0,78;1,24;0,75;0,42
10/01/2024 23:30;0;0;0,2;0;42;0,51;0,77;1,24;0,72;0,47
11/01/2024 00:30;0;0;0;0,2;42;0,51;0,78;1,24;0,74;0,51
11/01/2024 01:30;0;0;0,2;0,2;42;0,51;0,78;1,26;0,73;0,53
11/01/2024 02:30;0;0;0;0;42;0,51;0,78;1,25;0,74;0,53
11/01/2024 03:30;0;0;0;0,2;42;0,51;0,77;1,22;0,73;0,53
11/01/2024 04:30;0;0;0;0;43;0,51;0,77;1,23;0,73;0,56
11/01/2024 05:30;0;0;0;0;43;0,51;0,78;1,21;0,73;0,58
11/01/2024 06:30;0;0;0;0;43;0,51;0,77;1,25;0,72;0,61
11/01/2024 07:30;0;0;0;0;43;0,51;0,78;1,23;0,73;0,65
11/01/2024 08:30;0;0;0;0;43;0,51;0,78;1,23;0,72;0,67
11/01/2024 09:30;0;0;0;0;43;0,51;0,77;1,24;0,75;0,68
11/01/2024 10:30;0;0;0;0;43;0,51;0,78;1,23;0,72;0,62
11/01/2024 11:30;0,2;0;0;0;43;0,51;0,77;1,23;0,74;0,57
11/01/2024 12:30;0;0;0;0;43;0,51;0,78;1,23;0,73;0,48
11/01/2024 13:30;0;0;0;0;43;0,51;0,78;1,23;0,75;0,3
11/01/2024 14:30;0;0;0;0;43;0,51;0,79;1,24;0,73;0,21
11/01/2024 15:30;0;0;0;0;43;0,51;0,78;1,24;0,73;0,1
11/01/2024 16:30;0;0;0;0;43;0,51;0,78;1,24;0,73;0,06
11/01/2024 17:30;0;0;0;0;43;0,51;0,77;1,21;0,72;0,06
11/01/2024 18:30;0;0;0;0;43;0,5;0,78;1,23;0,71;0,06
11/01/2024 19:30;0;0;0;0;42;0,51;0,78;1,24;0,72;0,09
11/01/2024 20:30;0;0;0;0;42;0,51;0,78;1,25;0,73;0,14
11/01/2024 21:30;0;0;0;0;42;0,51;0,77;1,23;0,71;0,32
11/01/2024 22:30;0;0;0;0;42;0,51;0,77;1,22;0,75;0,38
11/01/2024 23:30;0;0;0;0;42;0,5;0,78;1,23;0,74;0,48
12/01/2024 00:30;0;0;0;0;42;0,5;0,77;1,29;0,73;0,5
12/01/2024 01:30;0;0;0;0;42;0,51;0,76;1,26;0,7;0,58
12/01/2024 02:30;0;0;0;0;42;0,51;0,77;1,26;0,7;0,52
12/01/2024 03:30;0;0;0;0;42;0,51;0,76;1,29;0,75;0,51
12/01/2024 04:30;0;0;0;0;42;0,51;0,79;1,24;0,72;0,49
12/01/2024 05:30;0;0;0;0;42;0,5;0,77;1,25;0,75;0,52
12/01/2024 06:30;0;0;0;0;42;0,5;0,78;1,26;0,73;0,5
12/01/2024 07:30;0;0;0;0;42;0,5;0,77;1,23;0,74;0,51
12/01/2024 08:30;0;0;0;0;42;0,51;0,77;1,24;0,75;0,53
12/01/2024 09:30;0;0;0;0;42;0,5;0,77;1,21;0,73;0,59
12/01/2024 10:30;0;0;0;0;42;0,5;0,77;1,22;0,72;0,58
12/01/2024 11:30;0;0;0;0;42;0,5;0,77;1,19;0,73;0,56
12/01/2024 12:30;0;0;0;0;42;0,51;0,78;1,2;0,72;0,51
12/01/2024 13:30;0;0;0;0;42;0,51;0,77;1,21;0,71;0,41
12/01/2024 14:30;0;0;0;0;42;0,51;0,77;1,21;0,73;0,29
12/01/2024 15:30;0;0;0;0;42;0,51;0,77;1,22;0,73;0,22
12/01/2024 16:30;0;0;0;0;42;0,51;0,77;1,21;0,73;0,12
12/01/2024 17:30;0;0;0;0;42;0,51;0,78;1,22;0,73;0,07
12/01/2024 18:30;0;0;0;0;42;0,51;0,77;1,22;0,72;0,1
12/01/2024 19:30;0;0;0;0;42;0,51;0,77;1,23;0,71;0,15
12/01/2024 20:30;0;0;0;0;42;0,51;0,78;1,25;0,71;0,18
12/01/2024 21:30;0;0;0;0;42;0,51;0,77;1,22;0,73;0,27
12/01/2024 22:30;0;0;0;0;42;0,5;0,77;1,28;0,71;0,38
12/01/2024 23:30;0;0;0;0;42;0,5;0,77;1,24;0,71;0,46
13/01/2024 00:00;0;0;0;0;41;0,5;0,77;1,24;0,72;0,51
13/01/2024 00:30;0;0;0;0;42;0,5;0,78;1,24;0,74;0,46
13/01/2024 01:00;0;0;0;0;41;0,51;0,76;1,22;0,73;0,5
13/01/2024 01:30;0;0;0;0;41;0,5;0,77;1,22;0,72;0,52
13/01/2024 02:00;0;0;0;0;41;0,5;0,76;1,24;0,73;0,52
13/01/2024 02:30;0;0;0;0;41;0,5;0,77;1,24;0,74;0,5
13/01/2024 03:00;0;0;0;0;41;0,5;0,76;1,23;0,74;0,5
13/01/2024 03:30;0;0;0;0;41;0,5;0,76;1,23;0,72;0,46
13/01/2024 04:00;0;0;0;0;41;0,5;0,77;1,23;0,72;0,46
13/01/2024 04:30;0;0;0;0;41;0,5;0,76;1,23;0,73;0,42
13/01/2024 05:00;0;0;0;0;41;0,5;0,78;1,25;0,71;0,41
13/01/2024 05:30;0;0;0;0;41;0,5;0,77;1,24;0,72;0,42
13/01/2024 06:00;0;0;0;0;41;0,5;0,76;1,26;0,73;0,39
13/01/2024 06:30;0;0;0;0;41;0,5;0,77;1,23;0,72;0,4
13/01/2024 07:00;0;0;0;0;40;0,5;0,76;1,24;0,72;0,41
13/01/2024 07:30;0;0;0;0;40;0,5;0,76;1,23;0,73;0,39
13/01/2024 08:00;0;0;0;0;40;0,5;0,76;1,21;0,73;0,39
13/01/2024 08:30;0;0;0;0;40;0,5;0,77;1,25;0,73;0,42
13/01/2024 09:00;0;0;0;0;40;0,5;0,77;1,22;0,74;0,4
13/01/2024 09:30;0;0;0;0;40;0,5;0,77;1,22;0,73;0,44
13/01/2024 10:00;0;0;0;0;40;0,51;0,76;1,21;0,73;0,41
13/01/2024 10:30;0;0;0;0;40;0,5;0,77;1,2;0,73;0,42
13/01/2024 11:00;0;0;0;0;40;0,51;0,77;1,21;0,73;0,42
13/01/2024 11:30;0;0;0;0;40;0,51;0,77;1,21;0,72;0,41
13/01/2024 12:00;0;0;0;0;40;0,51;0,77;1,2;0,73;0,4
13/01/2024 12:30;0;0;0;0;40;0,51;0,77;1,21;0,72;0,39
13/01/2024 13:00;0;0;0;0;40;0,51;0,77;1,2;0,71;0,39
13/01/2024 13:30;0;0;0;0;40;0,51;0,77;1,2;0,71;0,33
13/01/2024 14:00;0;0;0;0;40;0,51;0,77;1,2;0,72;0,31
13/01/2024 14:30;0;0;0;0;40;0,51;0,78;1,2;0,71;0,24
13/01/2024 15:00;0;0;0;0;40;0,51;0,77;1,2;0,71;0,22
13/01/2024 15:30;0;0;0;0;40;0,51;0,78;1,2;0,7;0,14
13/01/2024 16:00;0;0;0;0;40;0,51;0,78;1,21;0,71;0,08
13/01/2024 16:30;0;0;0;0;40;0,51;0,77;1,21;0,72;0,06
13/01/2024 17:00;0;0;0;0;40;0,51;0,77;1,19;0,73;0,06
13/01/2024 17:30;0;0;0;0;40;0,51;0,78;1,2;0,71;0,06
13/01/2024 18:00;0;0;0;0;40;0,51;0,78;1,2;0,71;0,06
13/01/2024 18:30;0;0;0;0;39;0,51;0,77;1,23;0,71;0,06
13/01/2024 19:00;0;0;0;0;39;0,5;0,77;1,23;0,73;0,06
13/01/2024 19:30;0;0;0;0;39;0,51;0,77;1,21;0,7;0,06
13/01/2024 20:00;0;0;0;0;39;0,51;0,77;1,25;0,73;0,06
